file_id,T,tr,nfft,n_s5,n_s4,n_cl,n_overlap,n_tail,n_extra,bins_on_nominal_edges,max_abs_err,max_rel_err,mismatch_1em9,tail_frac_of_cl
NYU_0050952,176,2.0,256,8,24,35,0,3,0,0,2.2737367544323206e-13,4.574203206503231e-16,0,0.06573890747977476
NYU_0050954,176,2.0,256,8,24,35,0,3,0,0,8.526512829121202e-14,5.752003678128345e-16,0,0.07355231934431658
NYU_0050955,176,2.0,256,8,24,35,0,3,0,0,8.526512829121202e-14,5.038085379534257e-16,0,0.06983509398791868
NYU_0050956,176,2.0,256,8,24,35,0,3,0,0,1.7053025658242404e-13,5.859374392720819e-16,0,0.08445135693267389
NYU_0050957,176,2.0,256,8,24,35,0,3,0,0,1.1368683772161603e-13,5.700906420230612e-16,0,0.07110210929672985
NYU_0050958,176,2.0,256,8,24,35,0,3,0,0,2.2737367544323206e-13,5.656952881936405e-16,0,0.0769563595197542
NYU_0050959,176,2.0,256,8,24,35,0,3,0,0,1.7053025658242404e-13,4.646908043063283e-16,0,0.06265436134577453
NYU_0050960,176,2.0,256,8,24,35,0,3,0,0,1.1368683772161603e-13,6.092531659263393e-16,0,0.07356965410675234
NYU_0050961,176,2.0,256,8,24,35,0,3,0,0,1.7053025658242404e-13,6.722813385836507e-16,0,0.0826687269836948
NYU_0050962,176,2.0,256,8,24,35,0,3,0,0,1.7053025658242404e-13,6.076284495566173e-16,0,0.05762838862646885
NYU_0050964,176,2.0,256,8,24,35,0,3,0,0,1.1368683772161603e-13,5.523610827201967e-16,0,0.07282392518336038
NYU_0050965,176,2.0,256,8,24,35,0,3,0,0,1.7053025658242404e-13,5.927819630448919e-16,0,0.07382947685859603
NYU_0050966,176,2.0,256,8,24,35,0,3,0,0,1.7053025658242404e-13,6.126014689309244e-16,0,0.06934146904415643
NYU_0050967,176,2.0,256,8,24,35,0,3,0,0,1.1368683772161603e-13,6.160260804992736e-16,0,0.06637854308935655
NYU_0050968,176,2.0,256,8,24,35,0,3,0,0,1.1368683772161603e-13,4.954158550300046e-16,0,0.0744130293034773
NYU_0050969,176,2.0,256,8,24,35,0,3,0,0,1.1368683772161603e-13,5.229828087035262e-16,0,0.06610732891702346
NYU_0050970,176,2.0,256,8,24,35,0,3,0,0,1.1368683772161603e-13,5.737216759076698e-16,0,0.06274242362650236
NYU_0050972,176,2.0,256,8,24,35,0,3,0,0,1.1368683772161603e-13,5.131707332495511e-16,0,0.06838334232516598
NYU_0050973,176,2.0,256,8,24,35,0,3,0,0,1.1368683772161603e-13,4.955016006422873e-16,0,0.06819547861228378
NYU_0050974,176,2.0,256,8,24,35,0,3,0,0,1.1368683772161603e-13,5.692634821360301e-16,0,0.06194864990428918
NYU_0050976,176,2.0,256,8,24,35,0,3,0,0,1.1368683772161603e-13,5.089267171723872e-16,0,0.05874313324730188
NYU_0050977,176,2.0,256,8,24,35,0,3,0,0,8.526512829121202e-14,5.619094369401104e-16,0,0.07368909292985847
NYU_0050978,176,2.0,256,8,24,35,0,3,0,0,7.105427357601002e-14,7.199762160903194e-16,0,0.07399947470602254
NYU_0050979,176,2.0,256,8,24,35,0,3,0,0,1.1368683772161603e-13,5.658278225023252e-16,0,0.08343975420116538
NYU_0050981,176,2.0,256,8,24,35,0,3,0,0,1.1368683772161603e-13,4.575645398388834e-16,0,0.08613379456237005
NYU_0050982,176,2.0,256,8,24,35,0,3,0,0,1.1368683772161603e-13,5.729528687449333e-16,0,0.05590310731131468
NYU_0050983,176,2.0,256,8,24,35,0,3,0,0,1.1368683772161603e-13,6.269740359079424e-16,0,0.06248058607928775
NYU_0050984,176,2.0,256,8,24,35,0,3,0,0,1.7053025658242404e-13,6.363554961356616e-16,0,0.050926759430429895
NYU_0050985,176,2.0,256,8,24,35,0,3,0,0,1.1368683772161603e-13,4.737096550345157e-16,0,0.058483584814476276
NYU_0050986,176,2.0,256,8,24,35,0,3,0,0,1.1368683772161603e-13,6.730431410825423e-16,0,0.0753740941600828
NYU_0050987,176,2.0,256,8,24,35,0,3,0,0,5.684341886080802e-14,5.070504005419479e-16,0,0.06810339017044649
NYU_0050988,176,2.0,256,8,24,35,0,3,0,0,8.526512829121202e-14,6.89805010184652e-16,0,0.06355875588676511
NYU_0050989,176,2.0,256,8,24,35,0,3,0,0,8.526512829121202e-14,6.181836640576469e-16,0,0.05998040432575771
NYU_0050990,176,2.0,256,8,24,35,0,3,0,0,8.526512829121202e-14,4.556728878104981e-16,0,0.06270596544532807
NYU_0050991,176,2.0,256,8,24,35,0,3,0,0,8.526512829121202e-14,4.707928779837863e-16,0,0.06592043505001974
NYU_0050992,176,2.0,256,8,24,35,0,3,0,0,1.7053025658242404e-13,5.255372197253749e-16,0,0.06398666529739047
NYU_0050993,176,2.0,256,8,24,35,0,3,0,0,1.1368683772161603e-13,5.135467916949647e-16,0,0.06550123529673721
NYU_0050994,176,2.0,256,8,24,35,0,3,0,0,1.1368683772161603e-13,5.181744191868116e-16,0,0.06939100991649756
NYU_0050995,176,2.0,256,8,24,35,0,3,0,0,1.1368683772161603e-13,4.560765998374645e-16,0,0.06605679484038726
NYU_0050996,176,2.0,256,8,24,35,0,3,0,0,1.7053025658242404e-13,5.460137776496829e-16,0,0.0680838964094834
NYU_0050997,176,2.0,256,8,24,35,0,3,0,0,1.1368683772161603e-13,7.142602347501239e-16,0,0.0663183586060368
NYU_0050998,176,2.0,256,8,24,35,0,3,0,0,8.526512829121202e-14,4.359864883239359e-16,0,0.07136649822206592
NYU_0050999,176,2.0,256,8,24,35,0,3,0,0,1.1368683772161603e-13,5.328948898985922e-16,0,0.0613219992737923
NYU_0051000,176,2.0,256,8,24,35,0,3,0,0,1.7053025658242404e-13,6.561684404952471e-16,0,0.06100356803112312
NYU_0051001,176,2.0,256,8,24,35,0,3,0,0,8.526512829121202e-14,6.965788414276888e-16,0,0.06925779837357543
NYU_0051002,176,2.0,256,8,24,35,0,3,0,0,1.7053025658242404e-13,8.841702098785657e-16,0,0.0622857511260388
NYU_0051003,176,2.0,256,8,24,35,0,3,0,0,1.1368683772161603e-13,5.858724470574232e-16,0,0.07621199325679441
NYU_0051006,176,2.0,256,8,24,35,0,3,0,0,1.1368683772161603e-13,6.526923248194506e-16,0,0.07881948380549338
NYU_0051007,176,2.0,256,8,24,35,0,3,0,0,1.1368683772161603e-13,5.912092001444225e-16,0,0.06589079249230499
NYU_0051008,176,2.0,256,8,24,35,0,3,0,0,2.2737367544323206e-13,6.569044501920056e-16,0,0.07272171383027687
NYU_0051009,176,2.0,256,8,24,35,0,3,0,0,1.1368683772161603e-13,6.460840303467018e-16,0,0.06797639630530748
NYU_0051010,176,2.0,256,8,24,35,0,3,0,0,1.1368683772161603e-13,4.623949156722006e-16,0,0.06198573280515644
NYU_0051011,176,2.0,256,8,24,35,0,3,0,0,1.1368683772161603e-13,4.729431411531609e-16,0,0.07125029121674144
NYU_0051012,176,2.0,256,8,24,35,0,3,0,0,1.7053025658242404e-13,5.654372937564897e-16,0,0.055240951165964954
NYU_0051013,176,2.0,256,8,24,35,0,3,0,0,1.7053025658242404e-13,4.3896951881620313e-16,0,0.057130758208730946
NYU_0051014,176,2.0,256,8,24,35,0,3,0,0,2.2737367544323206e-13,8.411777979006286e-16,0,0.05913278978240646
NYU_0051015,176,2.0,256,8,24,35,0,3,0,0,8.526512829121202e-14,7.141027406941939e-16,0,0.06399050226695724
NYU_0051016,176,2.0,256,8,24,35,0,3,0,0,1.1368683772161603e-13,5.641821903549999e-16,0,0.06328706875583813
NYU_0051017,176,2.0,256,8,24,35,0,3,0,0,1.4210854715202004e-13,8.772282442612432e-16,0,0.07718914904075058
NYU_0051018,176,2.0,256,8,24,35,0,3,0,0,5.684341886080802e-14,6.644640539707225e-16,0,0.0677211571205089
NYU_0051019,176,2.0,256,8,24,35,0,3,0,0,1.1368683772161603e-13,7.496311769696934e-16,0,0.05667100089063635
NYU_0051021,176,2.0,256,8,24,35,0,3,0,0,1.1368683772161603e-13,4.415796670174997e-16,0,0.06629215221267803
NYU_0051023,176,2.0,256,8,24,35,0,3,0,0,8.526512829121202e-14,6.654766558125864e-16,0,0.07667234762696369
NYU_0051024,176,2.0,256,8,24,35,0,3,0,0,1.4210854715202004e-13,6.917590601268255e-16,0,0.06060161067167782
NYU_0051025,176,2.0,256,8,24,35,0,3,0,0,1.1368683772161603e-13,4.160889454383126e-16,0,0.07308877987762288
NYU_0051026,176,2.0,256,8,24,35,0,3,0,0,8.526512829121202e-14,4.416047759582142e-16,0,0.07162190810091607
NYU_0051027,176,2.0,256,8,24,35,0,3,0,0,8.526512829121202e-14,5.226156111163017e-16,0,0.071727687376434
NYU_0051028,176,2.0,256,8,24,35,0,3,0,0,1.1368683772161603e-13,4.583050735211668e-16,0,0.06456648951010696
NYU_0051029,176,2.0,256,8,24,35,0,3,0,0,1.7053025658242404e-13,5.610824839150282e-16,0,0.06694154256583124
NYU_0051030,176,2.0,256,8,24,35,0,3,0,0,2.2737367544323206e-13,6.21373130593653e-16,0,0.07007589171191676
NYU_0051032,176,2.0,256,8,24,35,0,3,0,0,8.526512829121202e-14,7.308487543300681e-16,0,0.07125670925701479
NYU_0051033,176,2.0,256,8,24,35,0,3,0,0,1.1368683772161603e-13,4.613713429060078e-16,0,0.06609072343308145
NYU_0051034,176,2.0,256,8,24,35,0,3,0,0,1.1368683772161603e-13,5.594606808921057e-16,0,0.08012955533827594
NYU_0051035,176,2.0,256,8,24,35,0,3,0,0,1.1368683772161603e-13,4.761435609623152e-16,0,0.06393585297921574
NYU_0051036,176,2.0,256,8,24,35,0,3,0,0,8.526512829121202e-14,5.855881786580389e-16,0,0.07879725493200973
NYU_0051038,176,2.0,256,8,24,35,0,3,0,0,5.684341886080802e-14,5.988969334318518e-16,0,0.07905973491287327
NYU_0051039,176,2.0,256,8,24,35,0,3,0,0,1.1368683772161603e-13,5.494614970045614e-16,0,0.06619635475729324
NYU_0051040,176,2.0,256,8,24,35,0,3,0,0,1.1368683772161603e-13,4.645919851612038e-16,0,0.0661747805867721
NYU_0051041,176,2.0,256,8,24,35,0,3,0,0,8.526512829121202e-14,5.446881329136537e-16,0,0.06196515246171301
NYU_0051042,176,2.0,256,8,24,35,0,3,0,0,1.1368683772161603e-13,5.559848434189468e-16,0,0.06909704839458734
NYU_0051044,176,2.0,256,8,24,35,0,3,0,0,8.526512829121202e-14,5.586845938291617e-16,0,0.0716587665668403
NYU_0051045,176,2.0,256,8,24,35,0,3,0,0,1.1368683772161603e-13,5.350214733466396e-16,0,0.06089406513054153
NYU_0051046,176,2.0,256,8,24,35,0,3,0,0,5.684341886080802e-14,5.536461367205327e-16,0,0.06848961962860951
NYU_0051047,176,2.0,256,8,24,35,0,3,0,0,8.526512829121202e-14,5.231052454582708e-16,0,0.05412482193898039
NYU_0051048,176,2.0,256,8,24,35,0,3,0,0,1.7053025658242404e-13,5.785056556928605e-16,0,0.0813215629565195
NYU_0051049,176,2.0,256,8,24,35,0,3,0,0,1.7053025658242404e-13,6.093581762442448e-16,0,0.06162241474437532
NYU_0051050,176,2.0,256,8,24,35,0,3,0,0,5.684341886080802e-14,8.02803126595174e-16,0,0.08274164244681016
NYU_0051051,176,2.0,256,8,24,35,0,3,0,0,1.1368683772161603e-13,5.098870804372179e-16,0,0.06302217219082187
NYU_0051052,176,2.0,256,8,24,35,0,3,0,0,1.1368683772161603e-13,5.136359780699666e-16,0,0.07051660767346034
NYU_0051053,176,2.0,256,8,24,35,0,3,0,0,8.526512829121202e-14,8.122849639654425e-16,0,0.06983245756323163
NYU_0051054,176,2.0,256,8,24,35,0,3,0,0,1.7053025658242404e-13,5.933137982876039e-16,0,0.058363955809900045
NYU_0051055,176,2.0,256,8,24,35,0,3,0,0,1.1368683772161603e-13,6.579460483346136e-16,0,0.05834123993199874
NYU_0051056,176,2.0,256,8,24,35,0,3,0,0,5.684341886080802e-14,4.890395757761954e-16,0,0.06141294214924347
NYU_0051057,176,2.0,256,8,24,35,0,3,0,0,1.7053025658242404e-13,5.941756666148207e-16,0,0.06358527177571138
NYU_0051058,176,2.0,256,8,24,35,0,3,0,0,8.526512829121202e-14,7.083733062284376e-16,0,0.07329046421526615
NYU_0051059,176,2.0,256,8,24,35,0,3,0,0,1.1368683772161603e-13,5.492815146060007e-16,0,0.06602363393056612
NYU_0051060,176,2.0,256,8,24,35,0,3,0,0,1.1368683772161603e-13,6.301089177866495e-16,0,0.08287824162000498
NYU_0051061,176,2.0,256,8,24,35,0,3,0,0,1.1368683772161603e-13,6.745102987529744e-16,0,0.0665220621980116
NYU_0051062,176,2.0,256,8,24,35,0,3,0,0,8.526512829121202e-14,4.4127801970922316e-16,0,0.07021919360011936
NYU_0051063,176,2.0,256,8,24,35,0,3,0,0,1.1368683772161603e-13,5.323840223909763e-16,0,0.07655326736381553
NYU_0051064,176,2.0,256,8,24,35,0,3,0,0,1.7053025658242404e-13,5.513057144460854e-16,0,0.0526426855390259
NYU_0051065,176,2.0,256,8,24,35,0,3,0,0,1.1368683772161603e-13,6.020271739777101e-16,0,0.07336867637924617
NYU_0051066,176,2.0,256,8,24,35,0,3,0,0,1.1368683772161603e-13,5.051810533330026e-16,0,0.075548319787866
NYU_0051067,176,2.0,256,8,24,35,0,3,0,0,1.1368683772161603e-13,4.594756096973454e-16,0,0.05771664504267998
NYU_0051068,176,2.0,256,8,24,35,0,3,0,0,1.1368683772161603e-13,4.984577360433061e-16,0,0.06743339039910205
NYU_0051069,176,2.0,256,8,24,35,0,3,0,0,8.526512829121202e-14,5.414633290617345e-16,0,0.08032122232795831
NYU_0051070,176,2.0,256,8,24,35,0,3,0,0,1.1368683772161603e-13,6.342265482902833e-16,0,0.057082937984394275
NYU_0051071,176,2.0,256,8,24,35,0,3,0,0,1.1368683772161603e-13,5.573389127725458e-16,0,0.06750967221651262
NYU_0051072,176,2.0,256,8,24,35,0,3,0,0,5.684341886080802e-14,5.059899497617218e-16,0,0.07131634661599476
NYU_0051073,176,2.0,256,8,24,35,0,3,0,0,8.526512829121202e-14,6.337677077239127e-16,0,0.07034019711686924
NYU_0051074,176,2.0,256,8,24,35,0,3,0,0,8.526512829121202e-14,5.223389014694455e-16,0,0.05713499159437777
NYU_0051075,176,2.0,256,8,24,35,0,3,0,0,1.7053025658242404e-13,6.198846767206652e-16,0,0.0714036689799934
NYU_0051076,176,2.0,256,8,24,35,0,3,0,0,1.1368683772161603e-13,6.718460732422566e-16,0,0.05781107157571583
NYU_0051077,176,2.0,256,8,24,35,0,3,0,0,1.7053025658242404e-13,5.701292503905032e-16,0,0.07700717370690466
NYU_0051078,176,2.0,256,8,24,35,0,3,0,0,8.526512829121202e-14,5.4235558079802945e-16,0,0.07053488352606721
NYU_0051079,176,2.0,256,8,24,35,0,3,0,0,1.1368683772161603e-13,5.83919245218637e-16,0,0.05209589823902877
NYU_0051080,176,2.0,256,8,24,35,0,3,0,0,1.7053025658242404e-13,5.208660512886675e-16,0,0.08581282613012003
NYU_0051081,176,2.0,256,8,24,35,0,3,0,0,1.1368683772161603e-13,5.70286921012006e-16,0,0.062341105004775806
NYU_0051082,176,2.0,256,8,24,35,0,3,0,0,1.7053025658242404e-13,6.048461041321855e-16,0,0.07381200161204982
NYU_0051083,176,2.0,256,8,24,35,0,3,0,0,1.1368683772161603e-13,7.378736025087056e-16,0,0.060606983881279615
NYU_0051084,176,2.0,256,8,24,35,0,3,0,0,1.7053025658242404e-13,4.703052193584448e-16,0,0.08004545006882835
NYU_0051085,176,2.0,256,8,24,35,0,3,0,0,1.1368683772161603e-13,7.052787536554385e-16,0,0.0645458136223957
NYU_0051086,176,2.0,256,8,24,35,0,3,0,0,1.7053025658242404e-13,4.720895377212427e-16,0,0.07071911271083273
NYU_0051087,176,2.0,256,8,24,35,0,3,0,0,1.1368683772161603e-13,5.599429254959309e-16,0,0.07678475362435092
NYU_0051088,176,2.0,256,8,24,35,0,3,0,0,1.1368683772161603e-13,5.068912790606023e-16,0,0.06569408921050791
NYU_0051089,176,2.0,256,8,24,35,0,3,0,0,1.7053025658242404e-13,7.530419620397184e-16,0,0.07461583937663085
NYU_0051090,176,2.0,256,8,24,35,0,3,0,0,1.1368683772161603e-13,4.737518638280243e-16,0,0.06898681062395934
NYU_0051091,176,2.0,256,8,24,35,0,3,0,0,1.4210854715202004e-13,5.756553200158914e-16,0,0.06707558124497248
NYU_0051093,176,2.0,256,8,24,35,0,3,0,0,1.1368683772161603e-13,6.157782725922952e-16,0,0.05722346022990509
NYU_0051094,176,2.0,256,8,24,35,0,3,0,0,1.7053025658242404e-13,5.893979143432955e-16,0,0.07466270577969021
NYU_0051095,176,2.0,256,8,24,35,0,3,0,0,1.1368683772161603e-13,5.592653968140886e-16,0,0.06286989240999584
NYU_0051096,176,2.0,256,8,24,35,0,3,0,0,8.526512829121202e-14,5.83079298391953e-16,0,0.06255698390368504
NYU_0051097,176,2.0,256,8,24,35,0,3,0,0,1.7053025658242404e-13,5.804281465502511e-16,0,0.05897067949323417
NYU_0051098,176,2.0,256,8,24,35,0,3,0,0,1.7053025658242404e-13,6.424512770479428e-16,0,0.06089597502416103
NYU_0051099,176,2.0,256,8,24,35,0,3,0,0,1.1368683772161603e-13,6.141869807364225e-16,0,0.05812540003328637
NYU_0051100,176,2.0,256,8,24,35,0,3,0,0,8.526512829121202e-14,5.245750998211975e-16,0,0.058861258170470505
NYU_0051101,176,2.0,256,8,24,35,0,3,0,0,1.1368683772161603e-13,5.08668973625425e-16,0,0.06359622462995879
NYU_0051102,176,2.0,256,8,24,35,0,3,0,0,1.1368683772161603e-13,4.848288603797908e-16,0,0.06670991980296002
NYU_0051103,176,2.0,256,8,24,35,0,3,0,0,5.684341886080802e-14,5.743292662070182e-16,0,0.07121524121470355
NYU_0051104,176,2.0,256,8,24,35,0,3,0,0,1.1368683772161603e-13,5.46246655209353e-16,0,0.05830676845870721
NYU_0051105,176,2.0,256,8,24,35,0,3,0,0,8.526512829121202e-14,6.74112242533906e-16,0,0.06437985920221172
NYU_0051106,176,2.0,256,8,24,35,0,3,0,0,1.1368683772161603e-13,5.134945870239772e-16,0,0.07381720101601333
NYU_0051107,176,2.0,256,8,24,35,0,3,0,0,5.684341886080802e-14,4.798215094737789e-16,0,0.07434783735038399
NYU_0051109,176,2.0,256,8,24,35,0,3,0,0,1.1368683772161603e-13,5.599824858403513e-16,0,0.06595448688975543
NYU_0051110,176,2.0,256,8,24,35,0,3,0,0,1.1368683772161603e-13,5.194152713329522e-16,0,0.07077220289310482
NYU_0051111,176,2.0,256,8,24,35,0,3,0,0,1.7053025658242404e-13,5.824539600700589e-16,0,0.06930997161339217
NYU_0051112,176,2.0,256,8,24,35,0,3,0,0,1.1368683772161603e-13,6.271501854954713e-16,0,0.06399931444954368
NYU_0051113,176,2.0,256,8,24,35,0,3,0,0,8.526512829121202e-14,6.499927809552499e-16,0,0.06595513980431146
NYU_0051114,176,2.0,256,8,24,35,0,3,0,0,1.7053025658242404e-13,5.677700766884033e-16,0,0.0708241443629365
NYU_0051116,176,2.0,256,8,24,35,0,3,0,0,1.1368683772161603e-13,5.063452106231467e-16,0,0.07769864580350275
NYU_0051117,176,2.0,256,8,24,35,0,3,0,0,1.1368683772161603e-13,7.377520305446853e-16,0,0.08383535119223368
NYU_0051121,176,2.0,256,8,24,35,0,3,0,0,1.1368683772161603e-13,5.638371611759081e-16,0,0.05645847480894822
NYU_0051122,176,2.0,256,8,24,35,0,3,0,0,1.1368683772161603e-13,5.480850093619441e-16,0,0.058211764999733615
NYU_0051123,176,2.0,256,8,24,35,0,3,0,0,1.1368683772161603e-13,6.131301167761384e-16,0,0.07269723445162667
NYU_0051124,176,2.0,256,8,24,35,0,3,0,0,8.526512829121202e-14,6.042388369411892e-16,0,0.07374487412711095
NYU_0051126,176,2.0,256,8,24,35,0,3,0,0,1.1368683772161603e-13,4.86614150346131e-16,0,0.08337663309285588
NYU_0051127,176,2.0,256,8,24,35,0,3,0,0,1.1368683772161603e-13,4.963617534196216e-16,0,0.09240407004276992
NYU_0051128,176,2.0,256,8,24,35,0,3,0,0,8.526512829121202e-14,5.33090463747094e-16,0,0.05681477168504151
NYU_0051129,176,2.0,256,8,24,35,0,3,0,0,1.1368683772161603e-13,6.918711816465587e-16,0,0.05894201035029708
NYU_0051130,176,2.0,256,8,24,35,0,3,0,0,1.7053025658242404e-13,5.700313627705789e-16,0,0.05801560548924192
NYU_0051131,176,2.0,256,8,24,35,0,3,0,0,1.7053025658242404e-13,6.916688267267514e-16,0,0.05534506181911803
NYU_0051146,176,2.0,256,8,24,35,0,3,0,0,1.1368683772161603e-13,5.01751801109998e-16,0,0.08511325549323576
NYU_0051147,176,2.0,256,8,24,35,0,3,0,0,2.2737367544323206e-13,5.441433341316773e-16,0,0.07278473340635361
NYU_0051148,176,2.0,256,8,24,35,0,3,0,0,1.7053025658242404e-13,5.698942848914201e-16,0,0.06201811652885277
NYU_0051149,176,2.0,256,8,24,35,0,3,0,0,8.526512829121202e-14,4.913000699166307e-16,0,0.085218749790523
NYU_0051150,176,2.0,256,8,24,35,0,3,0,0,8.526512829121202e-14,6.540973380919909e-16,0,0.0791791436326815
NYU_0051151,176,2.0,256,8,24,35,0,3,0,0,1.7053025658242404e-13,5.567390892659673e-16,0,0.060990260045390585
NYU_0051152,176,2.0,256,8,24,35,0,3,0,0,1.1368683772161603e-13,5.491477928760428e-16,0,0.06305296283000512
NYU_0051153,176,2.0,256,8,24,35,0,3,0,0,1.4210854715202004e-13,6.539845757899029e-16,0,0.060580900786500226
NYU_0051154,176,2.0,256,8,24,35,0,3,0,0,1.1368683772161603e-13,4.656695218474674e-16,0,0.07638239965760113
NYU_0051155,176,2.0,256,8,24,35,0,3,0,0,8.526512829121202e-14,5.342311397573836e-16,0,0.06920007101061916
NYU_0051156,176,2.0,256,8,24,35,0,3,0,0,1.1368683772161603e-13,5.195870449871381e-16,0,0.07084604354786327
NYU_0051159,176,2.0,256,8,24,35,0,3,0,0,1.7053025658242404e-13,7.067720742888042e-16,0,0.06328162258774257
Olin_0050102,206,1.5,256,7,18,27,0,2,0,0,8.526512829121202e-14,4.421089470522355e-16,0,0.07305053631107163
Olin_0050103,206,1.5,256,7,18,27,0,2,0,0,2.2737367544323206e-13,6.801274335442165e-16,0,0.049857824825758616
Olin_0050104,206,1.5,256,7,18,27,0,2,0,0,1.1368683772161603e-13,5.749303204248939e-16,0,0.05895662502281169
Olin_0050105,206,1.5,256,7,18,27,0,2,0,0,5.684341886080802e-14,5.169409701674853e-16,0,0.050572910680411004
Olin_0050106,206,1.5,256,7,18,27,0,2,0,0,8.526512829121202e-14,6.372856894698384e-16,0,0.0859053756411549
Olin_0050107,206,1.5,256,7,18,27,0,2,0,0,5.684341886080802e-14,5.25402524992346e-16,0,0.04837335388336091
Olin_0050109,206,1.5,256,7,18,27,0,2,0,0,8.526512829121202e-14,4.61820402412467e-16,0,0.05277258778226777
Olin_0050110,206,1.5,256,7,18,27,0,2,0,0,5.684341886080802e-14,4.343680651904289e-16,0,0.0585343575376612
Olin_0050111,206,1.5,256,7,18,27,0,2,0,0,5.684341886080802e-14,5.089062073396626e-16,0,0.06102731577388381
Olin_0050112,206,1.5,256,7,18,27,0,2,0,0,1.7053025658242404e-13,5.5293259728184665e-16,0,0.04910343094881278
Olin_0050113,206,1.5,256,7,18,27,0,2,0,0,5.684341886080802e-14,5.875905632057512e-16,0,0.0708020889911898
Olin_0050114,206,1.5,256,7,18,27,0,2,0,0,8.526512829121202e-14,4.707916947604245e-16,0,0.052731186472912965
Olin_0050115,206,1.5,256,7,18,27,0,2,0,0,5.684341886080802e-14,5.077558806700325e-16,0,0.03851788884011879
Olin_0050116,206,1.5,256,7,18,27,0,2,0,0,8.526512829121202e-14,5.416563438120486e-16,0,0.05683864813543679
Olin_0050117,206,1.5,256,7,18,27,0,2,0,0,8.526512829121202e-14,6.006828756703045e-16,0,0.05020688273340917
Olin_0050118,206,1.5,256,7,18,27,0,2,0,0,5.684341886080802e-14,4.92891161989411e-16,0,0.07741646017644477
Olin_0050119,206,1.5,256,7,18,27,0,2,0,0,5.684341886080802e-14,5.096231417602737e-16,0,0.06640717049285312
Olin_0050120,206,1.5,256,7,18,27,0,2,0,0,8.526512829121202e-14,5.038395773087099e-16,0,0.07030725472277936
Olin_0050121,206,1.5,256,7,18,27,0,2,0,0,8.526512829121202e-14,5.494891726239062e-16,0,0.05547102842564884
Olin_0050122,206,1.5,256,7,18,27,0,2,0,0,5.684341886080802e-14,3.9995862832092667e-16,0,0.07758196801698652
Olin_0050124,206,1.5,256,7,18,27,0,2,0,0,8.526512829121202e-14,4.4150036459097943e-16,0,0.0511062956542342
Olin_0050125,206,1.5,256,7,18,27,0,2,0,0,5.684341886080802e-14,4.907907414652107e-16,0,0.06693844843560914
Olin_0050126,206,1.5,256,7,18,27,0,2,0,0,5.684341886080802e-14,4.162382096687209e-16,0,0.0732270750493397
Olin_0050127,206,1.5,256,7,18,27,0,2,0,0,1.1368683772161603e-13,5.811533248113105e-16,0,0.0701724803952942
Olin_0050128,206,1.5,256,7,18,27,0,2,0,0,8.526512829121202e-14,5.632363495338047e-16,0,0.06355934490325221
Olin_0050129,206,1.5,256,7,18,27,0,2,0,0,5.684341886080802e-14,4.673505441756638e-16,0,0.058562446519636165
Olin_0050130,206,1.5,256,7,18,27,0,2,0,0,8.526512829121202e-14,5.231888671470629e-16,0,0.04553112156592086
Olin_0050131,206,1.5,256,7,18,27,0,2,0,0,5.684341886080802e-14,5.761427324664962e-16,0,0.05082788361339827
Olin_0050132,206,1.5,256,7,18,27,0,2,0,0,8.526512829121202e-14,4.792667540967621e-16,0,0.06840326423645413
Olin_0050133,206,1.5,256,7,18,27,0,2,0,0,8.526512829121202e-14,4.4348742266581127e-16,0,0.061697017461868155
Olin_0050134,206,1.5,256,7,18,27,0,2,0,0,8.526512829121202e-14,4.790044283500376e-16,0,0.0633386834390161
Olin_0050135,206,1.5,256,7,18,27,0,2,0,0,1.1368683772161603e-13,4.289519309852373e-16,0,0.09620974584281572
Olin_0050136,206,1.5,256,7,18,27,0,2,0,0,1.1368683772161603e-13,4.356447959541898e-16,0,0.0554692554162422
Pitt_0050003,196,1.5,256,7,18,27,0,2,0,0,2.2737367544323206e-13,5.829472227394937e-16,0,0.05197897468258153
Pitt_0050004,196,1.5,256,7,18,27,0,2,0,0,4.263256414560601e-14,4.294700712591642e-16,0,0.07521769565543736
Pitt_0050005,196,1.5,256,7,18,27,0,2,0,0,1.1368683772161603e-13,4.0252481388063177e-16,0,0.058840168084829766
Pitt_0050006,196,1.5,256,7,18,27,0,2,0,0,5.684341886080802e-14,6.076447529402058e-16,0,0.07154383009756142
Pitt_0050007,196,1.5,256,7,18,27,0,2,0,0,5.684341886080802e-14,3.822801872771656e-16,0,0.06637959056693342
Pitt_0050008,196,1.5,256,7,18,27,0,2,0,0,1.1368683772161603e-13,5.181182275018345e-16,0,0.04882140054110706
Pitt_0050009,196,1.5,256,7,18,27,0,2,0,0,5.684341886080802e-14,4.757484311990076e-16,0,0.05573669145959414
Pitt_0050010,196,1.5,256,7,18,27,0,2,0,0,4.263256414560601e-14,6.346374057494282e-16,0,0.05323605468156128
Pitt_0050011,196,1.5,256,7,18,27,0,2,0,0,5.684341886080802e-14,5.811451937807235e-16,0,0.05722971609539249
Pitt_0050012,196,1.5,256,7,18,27,0,2,0,0,5.684341886080802e-14,3.843036274262912e-16,0,0.05410753236838912
Pitt_0050013,196,1.5,256,7,18,27,0,2,0,0,5.684341886080802e-14,4.949010720598615e-16,0,0.05809774420472562
Pitt_0050014,196,1.5,256,7,18,27,0,2,0,0,8.526512829121202e-14,6.16817044066317e-16,0,0.05481727059665003
